273096,4,298001,2025-07-21 09:53:12.110,TG-Bot PME,740972,2025-07-21 12:00:42.887,2025-07-21 12:00:42.887,2025-07-21 10:08:54.760,2025-07-21 12:00:42.797,sabohra,sabohra,sabohra,sabohra,0
273113,4,298018,2025-07-21 10:18:42.987,TG-Bot PME,740971,2025-07-21 11:59:35.053,2025-07-21 11:59:35.053,2025-07-21 10:21:44.807,2025-07-21 11:59:34.970,sabohra,sabohra,sabohra,sabohra,0
273112,4,298017,2025-07-21 10:18:08.177,TG-Bot PME,740970,2025-07-21 11:59:34.963,2025-07-21 11:59:34.963,2025-07-21 10:21:44.807,2025-07-21 11:59:34.883,sabohra,sabohra,sabohra,sabohra,0
273111,4,298016,2025-07-21 10:17:30.157,TG-Bot PME,740969,2025-07-21 11:59:34.877,2025-07-21 11:59:34.877,2025-07-21 10:21:44.807,2025-07-21 11:59:34.793,sabohra,sabohra,sabohra,sabohra,0
273110,4,298015,2025-07-21 10:16:49.660,TG-Bot PME,740968,2025-07-21 11:59:34.787,2025-07-21 11:59:34.787,2025-07-21 10:21:44.807,2025-07-21 11:59:34.703,sabohra,sabohra,sabohra,sabohra,0
273109,4,298014,2025-07-21 10:16:08.247,TG-Bot PME,740967,2025-07-21 11:59:34.697,2025-07-21 11:59:34.697,2025-07-21 10:21:44.807,2025-07-21 11:59:34.613,sabohra,sabohra,sabohra,sabohra,0
273108,4,298013,2025-07-21 10:15:25.580,TG-Bot PME,740966,2025-07-21 11:59:34.607,2025-07-21 11:59:34.607,2025-07-21 10:21:44.807,2025-07-21 11:59:34.523,sabohra,sabohra,sabohra,sabohra,0
273107,4,298012,2025-07-21 10:14:48.537,TG-Bot PME,740965,2025-07-21 11:59:34.520,2025-07-21 11:59:34.520,2025-07-21 10:21:44.807,2025-07-21 11:59:34.433,sabohra,sabohra,sabohra,sabohra,0
273106,4,298011,2025-07-21 10:14:07.963,TG-Bot PME,740964,2025-07-21 11:59:34.430,2025-07-21 11:59:34.430,2025-07-21 10:21:44.807,2025-07-21 11:59:34.347,sabohra,sabohra,sabohra,sabohra,0
273105,4,298010,2025-07-21 10:13:33.010,TG-Bot PME,740963,2025-07-21 11:59:34.340,2025-07-21 11:59:34.340,2025-07-21 10:21:44.807,2025-07-21 11:59:34.253,sabohra,sabohra,sabohra,sabohra,0
272966,4,297871,2025-07-18 19:34:50.970,TG-Bot PME,740962,2025-07-21 11:56:27.917,2025-07-21 11:56:27.917,2025-07-18 19:34:51.903,2025-07-21 11:56:27.833,marloncalvo,marloncalvo,TG-Bot PME,marloncalvo,0
272965,4,297870,2025-07-18 19:34:17.170,TG-Bot PME,740961,2025-07-21 11:56:27.827,2025-07-21 11:56:27.827,2025-07-18 19:34:17.937,2025-07-21 11:56:27.743,marloncalvo,marloncalvo,TG-Bot PME,marloncalvo,0
272964,4,297869,2025-07-18 19:33:41.360,TG-Bot PME,740960,2025-07-21 11:56:27.737,2025-07-21 11:56:27.737,2025-07-18 19:33:42.433,2025-07-21 11:56:27.653,marloncalvo,marloncalvo,TG-Bot PME,marloncalvo,0
272963,4,297868,2025-07-18 19:33:04.867,TG-Bot PME,740959,2025-07-21 11:56:27.647,2025-07-21 11:56:27.647,2025-07-18 19:33:06.587,2025-07-21 11:56:27.563,marloncalvo,marloncalvo,TG-Bot PME,marloncalvo,0
272962,4,297867,2025-07-18 19:32:27.870,TG-Bot PME,740958,2025-07-21 11:56:27.557,2025-07-21 11:56:27.557,2025-07-18 19:32:30.130,2025-07-21 11:56:27.470,marloncalvo,marloncalvo,TG-Bot PME,marloncalvo,0
272961,4,297866,2025-07-18 19:31:52.193,TG-Bot PME,740957,2025-07-21 11:56:27.467,2025-07-21 11:56:27.467,2025-07-18 19:31:53.187,2025-07-21 11:56:27.380,marloncalvo,marloncalvo,TG-Bot PME,marloncalvo,0
272960,4,297865,2025-07-18 19:31:15.620,TG-Bot PME,740956,2025-07-21 11:56:27.373,2025-07-21 11:56:27.373,2025-07-18 19:31:17.420,2025-07-21 11:56:27.283,marloncalvo,marloncalvo,TG-Bot PME,marloncalvo,0
272959,4,297864,2025-07-18 19:30:41.900,TG-Bot PME,740955,2025-07-21 11:56:27.277,2025-07-21 11:56:27.277,2025-07-18 19:30:42.637,2025-07-21 11:56:27.190,marloncalvo,marloncalvo,TG-Bot PME,marloncalvo,0
273114,13,298019,2025-07-21 11:29:09.883,bazilahmed,740954,2025-07-21 11:39:50.753,2025-07-21 11:29:11.750,2025-07-21 11:39:50.753,2025-07-21 11:29:10.067,bazilahmed,bazilahmed,bazilahmed,bazilahmed,0
258211,33,283116,2025-01-23 18:04:35.390,mavachha,698057,2025-07-21 11:07:04.043,2025-07-18 11:05:23.467,2025-07-21 11:07:04.043,2025-06-12 10:57:46.380,sharmavi,sharmavi,sharmavi,ankitsriva,0
273071,13,297976,2025-07-21 06:27:32.373,v-umeshyadav,740787,2025-07-21 10:59:11.233,2025-07-21 06:27:35.627,2025-07-21 10:59:11.233,2025-07-21 06:27:32.380,v-umeshyadav,v-umeshyadav,v-umeshyadav,v-umeshyadav,0
269907,32,294812,2025-06-04 10:20:32.247,devysingh,731636,2025-07-21 10:28:41.347,2025-07-21 10:28:41.347,2025-07-21 07:32:47.567,2025-06-04 10:20:32.443,devysingh,devysingh,saguduru,devysingh,0
209612,32,225514,2023-10-03 18:00:19.850,sdrona,554804,2025-07-21 10:28:41.347,2025-07-21 10:28:41.347,2025-07-21 07:32:47.567,2024-05-06 18:10:40.490,devysingh,devysingh,saguduru,victoroy,0
272955,1,297860,2025-07-18 17:05:07.437,aggarwalsa,740944,2025-07-21 10:10:52.380,2025-07-21 10:04:16.520,2025-07-18 17:12:15.593,2025-07-21 10:10:52.380,aggarwalsa,aggarwalsa,aggarwalsa,aggarwalsa,0
